paper_id,evidence_type,raw_evidence,use_in_embedding_map,use_as_graph_node
P0545,material formulation,salt-free PVA hydrogel with Ni-foam-CNT electrodes,True,False
P0545,mechanism statement,ambient moisture enables ionic thermopower; Ni-foam-CNT electrodes stabilize output and improve capacitance/resistance,True,False
P0546,material formulation,PEDOT:PSS fiber containing EMIM:TFSI ionic liquid,True,False
P0546,mechanism statement,small IL content enables continuous fiber spinning and improves thermoelectric performance and mechanical strength without post-processing,True,False
P0547,material formulation,electrostatically gated graphene nanochannel thermoelectric transducer,True,False
P0547,mechanism statement,"charged graphene surfaces create slippage-enhanced electrokinetic ion transport, boosting tunable nanofluidic thermoelectric sensitivity",True,False
P0548,material formulation,PEG200DMA/BMIM BF4/MWCNT ionogels,True,False
P0548,mechanism statement,MWCNTs improve ionic conductivity through polymer-chain/ionic-liquid interactions and ion-aggregate dissociation,True,False
P0549,material formulation,triphenylphosphine-functionalized Cu3VS4 nanoparticles,True,False
P0549,mechanism statement,NIR heating plus Seebeck effect drives superoxide generation and NADH oxidation; mitochondrial targeting depletes NADH and reduces thermotolerance,True,False
P0550,material formulation,thermally activated electrolytes confined in slit channels,True,False
P0550,mechanism statement,temperature-dependent charge-carrier generation competes with thermodiffusion to produce giant thermoelectric response,True,False
P0551,material formulation,"X8Zn4Ge42 clathrates with X = Na, K, Cs",True,False
P0551,mechanism statement,"alkali guest orbital type and ionic radius change conduction pathways, effective mass, mobility, and n-type thermoelectric properties",True,False
P0552,material formulation,PVDF-HFP/BMIM:BF4 ionogel doped with AgOTf,True,False
P0552,mechanism statement,"Ag+ complexes with BMIM+ and OTf- interacts strongly with BMIM+, retarding BMIM+ migration and turning p-type ionogel to n-type",True,False
P0553,material formulation,PVDF-HFP/EMIM:DCA ionogel doped with Na:DCA,True,False
P0553,mechanism statement,"Na+ interacts with DCA- to increase mobility difference between EMIM+ and DCA-, raising thermopower; antisolvent network engineering further improves ZTi",True,False
P0554,material formulation,cellulose-carbon black solar heater and electrospun cellulose radiative cooler powering ionic thermoelectric device,True,False
P0554,mechanism statement,opposite solar/thermal optical properties generate spontaneous day/night temperature differences to drive ionic thermoelectric voltage,True,False
P0555,material formulation,PVA/SA/PEG/NaBF4 hydrogel,True,False
P0555,mechanism statement,SA-induced Manning counterion condensation and crystalline PVA chains synergistically produce ultrahigh ionic Seebeck coefficient,True,False
P0556,material formulation,ZIF-8/EMIM:DCA ionic liquid mixture,True,False
P0556,mechanism statement,"ZIF-8 hinders smaller DCA- transport while EMIM+ bypasses pores, increasing cation/anion mobility difference and thermopower",True,False
P0557,material formulation,hydrogel with proton Soret effect and benzoquinone/hydroquinone redox couple,True,False
P0557,mechanism statement,"proton thermodiffusion couples with proton-coupled electron transfer, boosting thermopower and enabling energy storage/continuous output",True,False
P0558,material formulation,gelatin/PAAm double-network ionic conductive hydrogel,True,False
P0558,mechanism statement,skin-temperature-triggered adhesion supports wearable contact; ionic hydrogel thermopower enables body heat harvesting and sensing,True,False
P0559,material formulation,waterborne polyurethane/choline chloride:ethylene glycol eutectogel,True,False
P0559,mechanism statement,deep eutectic solvent provides nonvolatile ionic conductivity and high Seebeck coefficient within stretchable WPU gel,True,False
P0560,material formulation,all-solid-state flexible ionic thermoelectric polymer composites,True,False
P0560,mechanism statement,molecular-dynamics Eastman entropy analysis guides p/n thermopower tuning in solid polymer ion transport,True,False
P0561,material formulation,MXene-blended ionogel mixed ion-electron thermoelectric generator,True,False
P0561,mechanism statement,"MXene nanosheets provide electron tunneling pathways while ions provide Soret effect, enabling steady and fluctuating heat harvesting",True,False
P0562,material formulation,ionic liquid/phenolic resin/carbon fiber/expanded graphite hybrid film,True,False
P0562,mechanism statement,"expanded graphite provides flexibility, phenolic resin/carbon fiber improve toughness, and ion-induced carrier migration raises power factor",True,False
P0563,material formulation,Cu7PSe6 argyrodite-type ion-conducting thermoelectric,True,False
P0563,mechanism statement,"molten copper sublattice softens phonon modes, yielding ultralow thermal conductivity with high Cu ionic mobility",True,False
P0564,material formulation,electrolyte-filled nanochannels with finite-size ions,True,False
P0564,mechanism statement,ion steric effect coupled with ion thermodiffusion in electric double layers enhances nanochannel Seebeck coefficient,True,False
P0565,material formulation,Cu1.96S matrix with endotaxial CsPbBr3 nanoprecipitates,True,False
P0565,mechanism statement,valence-band alignment improves carrier mobility while coherent nanoprecipitates suppress Cu-ion migration and scatter phonons,True,False
P0566,material formulation,semiconducting single-wall carbon nanotube network gated by ionic liquid electric double layer,True,False
P0566,mechanism statement,electric-double-layer gating shifts gate voltage/Fermi level to tune p-type and n-type Seebeck coefficients in nanotube networks,True,False
P0567,material formulation,polarized ferroelectric polymer fiber membrane in ionic thermoelectric device,True,False
P0567,mechanism statement,ferroelectric polarization introduces cation-dipole interactions that more than double heat-induced ionic thermovoltage,True,False
P0568,material formulation,PVA/NaOH ionic hydrogel,True,False
P0568,mechanism statement,synergistic coordination and hydration interactions between polymer network and ions generate giant negative thermopower,True,False
P0569,material formulation,gelatin/EMIM:Ac ionogel doped with acetate salts including Na+ acetate,True,False
P0569,mechanism statement,cationic dopants tune ion-ion interactions; Na+ acetate gives largest thermopower enhancement linked to salt lattice energy and melting point,True,False
P0570,material formulation,PEO/P123/EMIM:OAc ionogel,True,False
P0570,mechanism statement,"polymer hydroxyl groups bind anions and restrict migration while amorphous polymer segments facilitate cation transport, increasing cation/anion diffusion difference",True,False
P0571,material formulation,cement/PVA/Ca(OH)2/cellulose fiber cementitious ionic thermoelectric composite,True,False
P0571,mechanism statement,cellulose fibers create PVA-rich ionic transport pathways and selectively immobilize Ca2+ at fiber-polymer interfaces,True,False
P0572,material formulation,"PVDF-HFP/EMIM:DCA ionogel with PEG, Na:DCA, and ethanol",True,False
P0572,mechanism statement,"PEG, Na:DCA, and ethanol reduce ion confinement, amplify cation/anion diffusion-rate differences, and create percolating ion-transport pathways",True,False
P0573,material formulation,ionic thermoelectric capacitor interface,True,False
P0573,mechanism statement,interfacial capacitance between electrode and ionic TE layer dominates over bulk capacitance as thermally accumulated ions attract electronic charge across short interfacial distances,True,False
P0574,material formulation,waterborne polyurethane/EMIM:DCA transparent stretchable ionogel,True,False
P0574,mechanism statement,"EMIM:DCA loading controls stretchability, ionic thermovoltage, conductivity, and low thermal conductivity for stretchable ITEC use",True,False
P0575,material formulation,PVDF-HFP/ionic-liquid flexible quasi-solid ionogel,True,False
P0575,mechanism statement,ion-dipole interaction between PVDF-HFP and ionic liquids produces giant ionic Seebeck coefficient and high ZT,True,False
P0576,material formulation,PEDOT/polyurethane/ionic-liquid elastic composite,True,False
P0576,mechanism statement,nano/micro percolation networks and ionic-liquid plasticization combine high conductivity with stretchability and low modulus,True,False
P0577,material formulation,solvent-free poly(deep eutectic solvent) ionic gel,True,False
P0577,mechanism statement,"PDES network provides ionic thermoelectric response plus antifreezing, self-healing, and thermal stability for sensing",True,False
P0578,material formulation,"PVA hydrogels with ion providers KOH, KNO3, KCl, KBr, NaI, KI, and CsI",True,False
P0578,mechanism statement,ion ability to influence PVA hydrogen bonding determines thermoelectric performance; CsI gives largest ionic Seebeck coefficient,True,False
P0579,material formulation,PVA/CNF/NaDBS/EMIM:DCA recyclable composite ionogel,True,False
P0579,mechanism statement,PVA-CNF hydrogen bonding confines ionic liquid; NaDBS increases cation/anion migration-rate difference and coordinates with PVA to strengthen the gel,True,False
P0580,material formulation,HPC-fiber-reinforced PVA/ionic-liquid ionogel,True,False
P0580,mechanism statement,HPC fibers reinforce PVA and create IL-rich microphase-separated structures that promote ion migration while retaining reversible crosslinking,True,False
P0581,material formulation,printable EMIMCl-doped thermoelectric ionogels integrated with BBL and p(g2T-T) OECTs,True,False
P0581,mechanism statement,"EMIMCl doping tunes ionogel thermopower from n-type to p-type, enabling direct thermoelectric gating of soft organic electrochemical transistors",True,False
P0582,material formulation,La-doped In2O3 oxide thermoelectric,True,False
P0582,mechanism statement,La3+ substitution increases carrier concentration and band convergence while ionic-radius mismatch enhances phonon scattering and reduces lattice thermal conductivity,True,False
