mention_id,label,context,context_start,context_end,method,embedding_text
iTE:P0360:n4,ionic thermoelectric coefficient,"As the pH value of aqueous solution is increased from 3 to 11 under an electronic heat flux of 3000 W/m2, the output power density is enhanced from 46.91 mW/m2 to 83.01 mW/m2 with a stable ionic thermoelectric coefficient about 0.47 mV/K due to strengthened nanopore surface charge density.",0,290,source_sentence_or_semicolon_clause,"clustering: ionic thermoelectric coefficient. Context: As the pH value of aqueous solution is increased from 3 to 11 under an electronic heat flux of 3000 W/m2, the output power density is enhanced from 46.91 mW/m2 to 83.01 mW/m2 with a stable ionic thermoelectric coefficient about 0.47 mV/K due to strengthened nanopore surface charge density."
iTE:P0361:n1,functional leather collagen fibers-bearing natural channels,"Herein, the functional leather collagen fibers-bearing natural channels are employed as the polymer matrixes, while the trisodium citrate (SC) organic acid salt exhibits the function of cationic moving self-enhancement as the primary mobile ions for signaling.",0,260,source_sentence_or_semicolon_clause,"clustering: functional leather collagen fibers-bearing natural channels. Context: Herein, the functional leather collagen fibers-bearing natural channels are employed as the polymer matrixes, while the trisodium citrate (SC) organic acid salt exhibits the function of cationic moving self-enhancement as the primary mobile ions for signaling."
iTE:P0361:n2,trisodium citrate (SC),"Herein, the functional leather collagen fibers-bearing natural channels are employed as the polymer matrixes, while the trisodium citrate (SC) organic acid salt exhibits the function of cationic moving self-enhancement as the primary mobile ions for signaling.",0,260,source_sentence_or_semicolon_clause,"clustering: trisodium citrate (SC). Context: Herein, the functional leather collagen fibers-bearing natural channels are employed as the polymer matrixes, while the trisodium citrate (SC) organic acid salt exhibits the function of cationic moving self-enhancement as the primary mobile ions for signaling."
iTE:P0362:n1,divalent cations (Mg2+ and Zn2+),"The MD simulations reveal that divalent cations (Mg2+ and Zn2+) outperform monovalent cations (Li+ and Na+) in enhancing thermopower, exhibiting larger entropy changes and diffusivity differences at an X/EO ratio of 0.15.",0,221,source_sentence_or_semicolon_clause,"clustering: divalent cations (Mg2+ and Zn2+). Context: The MD simulations reveal that divalent cations (Mg2+ and Zn2+) outperform monovalent cations (Li+ and Na+) in enhancing thermopower, exhibiting larger entropy changes and diffusivity differences at an X/EO ratio of 0.15."
iTE:P0362:n2,entropy changes,"The MD simulations reveal that divalent cations (Mg2+ and Zn2+) outperform monovalent cations (Li+ and Na+) in enhancing thermopower, exhibiting larger entropy changes and diffusivity differences at an X/EO ratio of 0.15.",0,221,source_sentence_or_semicolon_clause,"clustering: entropy changes. Context: The MD simulations reveal that divalent cations (Mg2+ and Zn2+) outperform monovalent cations (Li+ and Na+) in enhancing thermopower, exhibiting larger entropy changes and diffusivity differences at an X/EO ratio of 0.15."
iTE:P0362:n3,diffusivity differences,"The MD simulations reveal that divalent cations (Mg2+ and Zn2+) outperform monovalent cations (Li+ and Na+) in enhancing thermopower, exhibiting larger entropy changes and diffusivity differences at an X/EO ratio of 0.15.",0,221,source_sentence_or_semicolon_clause,"clustering: diffusivity differences. Context: The MD simulations reveal that divalent cations (Mg2+ and Zn2+) outperform monovalent cations (Li+ and Na+) in enhancing thermopower, exhibiting larger entropy changes and diffusivity differences at an X/EO ratio of 0.15."
iTE:P0362:n4,thermopower,"The MD simulations reveal that divalent cations (Mg2+ and Zn2+) outperform monovalent cations (Li+ and Na+) in enhancing thermopower, exhibiting larger entropy changes and diffusivity differences at an X/EO ratio of 0.15.",0,221,source_sentence_or_semicolon_clause,"clustering: thermopower. Context: The MD simulations reveal that divalent cations (Mg2+ and Zn2+) outperform monovalent cations (Li+ and Na+) in enhancing thermopower, exhibiting larger entropy changes and diffusivity differences at an X/EO ratio of 0.15."
iTE:P0363:n1,interplay between ions and polymer matrices,"By tailoring the interplay between ions and polymer matrices through controlled synthetic approaches, record-high ionic figures of merit (ZT i) of 49.5 and 32.2 are achieved, and outstanding normalized power densities of 46.7 and 79.0 mWm-2K-2.",0,244,source_sentence_or_semicolon_clause,"clustering: interplay between ions and polymer matrices. Context: By tailoring the interplay between ions and polymer matrices through controlled synthetic approaches, record-high ionic figures of merit (ZT i) of 49.5 and 32.2 are achieved, and outstanding normalized power densities of 46.7 and 79.0 mWm-2K-2."
iTE:P0363:n2,ionic figures of merit,"By tailoring the interplay between ions and polymer matrices through controlled synthetic approaches, record-high ionic figures of merit (ZT i) of 49.5 and 32.2 are achieved, and outstanding normalized power densities of 46.7 and 79.0 mWm-2K-2.",0,244,source_sentence_or_semicolon_clause,"clustering: ionic figures of merit. Context: By tailoring the interplay between ions and polymer matrices through controlled synthetic approaches, record-high ionic figures of merit (ZT i) of 49.5 and 32.2 are achieved, and outstanding normalized power densities of 46.7 and 79.0 mWm-2K-2."
iTE:P0363:n3,normalized power densities,"By tailoring the interplay between ions and polymer matrices through controlled synthetic approaches, record-high ionic figures of merit (ZT i) of 49.5 and 32.2 are achieved, and outstanding normalized power densities of 46.7 and 79.0 mWm-2K-2.",0,244,source_sentence_or_semicolon_clause,"clustering: normalized power densities. Context: By tailoring the interplay between ions and polymer matrices through controlled synthetic approaches, record-high ionic figures of merit (ZT i) of 49.5 and 32.2 are achieved, and outstanding normalized power densities of 46.7 and 79.0 mWm-2K-2."
iTE:P0364:n1,anionic polymer in the cation-selective hydrogel is attractive to sodium ions,"The anionic polymer in the cation-selective hydrogel is attractive to sodium ions, while the cationic polymer in the anion-selective hydrogel is attractive to chloride ions.",0,173,source_sentence_or_semicolon_clause,"clustering: anionic polymer in the cation-selective hydrogel is attractive to sodium ions. Context: The anionic polymer in the cation-selective hydrogel is attractive to sodium ions, while the cationic polymer in the anion-selective hydrogel is attractive to chloride ions."
iTE:P0364:n2,cationic polymer in the anion-selective hydrogel is attractive to chloride ions,"The anionic polymer in the cation-selective hydrogel is attractive to sodium ions, while the cationic polymer in the anion-selective hydrogel is attractive to chloride ions.",0,173,source_sentence_or_semicolon_clause,"clustering: cationic polymer in the anion-selective hydrogel is attractive to chloride ions. Context: The anionic polymer in the cation-selective hydrogel is attractive to sodium ions, while the cationic polymer in the anion-selective hydrogel is attractive to chloride ions."
iTE:P0364:n4,Seebeck coefficient (S),"This regulates the thermal mobility of ions in the hydrogel without polymer modification or the addition of some additives, thus enhancing or changing the Seebeck coefficient (S).",174,353,source_sentence_or_semicolon_clause,"clustering: Seebeck coefficient (S). Context: This regulates the thermal mobility of ions in the hydrogel without polymer modification or the addition of some additives, thus enhancing or changing the Seebeck coefficient (S)."
iTE:P0365:n2,freeze resistance,"Furthermore, due to the hydration properties of LiCl, the ionic hydrogels exhibit excellent freeze resistance and the capability to absorb moisture for self-regeneration upon drying.",0,182,source_sentence_or_semicolon_clause,"clustering: freeze resistance. Context: Furthermore, due to the hydration properties of LiCl, the ionic hydrogels exhibit excellent freeze resistance and the capability to absorb moisture for self-regeneration upon drying."
iTE:P0365:n3,absorb moisture for self-regeneration upon drying,"Furthermore, due to the hydration properties of LiCl, the ionic hydrogels exhibit excellent freeze resistance and the capability to absorb moisture for self-regeneration upon drying.",0,182,source_sentence_or_semicolon_clause,"clustering: absorb moisture for self-regeneration upon drying. Context: Furthermore, due to the hydration properties of LiCl, the ionic hydrogels exhibit excellent freeze resistance and the capability to absorb moisture for self-regeneration upon drying."
