paper_id,concept_id,canonical_concept,concept_type,concept_subtype,evidence_field,evidence_text,extraction_method,confidence
P0201,CFBB5A400A1,cation-anion thermodiffusion asymmetry,transport_mechanism,thermodiffusion,material+mechanism+abstract,ionic thermoelectric materials using thermodiffusion/Soret and thermogalvanic effects | perspective compares ion-based Seebeck mechanisms and strategies for near-ambient heat harvesting in quasi-solid i-TE materials,domain_curated_rule,0.97
P0202,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,Cs0.32WO3 nanoparticle NIR photothermal nanofiber membrane coupled with thermogalvanic cell | NIR photothermal membrane concentrates solar heat to create large temperature gradient across p-n thermogalvanic module,domain_curated_rule,0.97
P0202,C9B6878E079,photothermal-thermoelectric coupling,device_mechanism,multimodal conversion,material_raw,photothermal nanofiber membrane coupled with thermogalvanic,controlled_rule,0.94
P0205,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,pH-neutral TREC flow battery with KI/KI3 catholyte and K3/K4[Fe(CN)6] anolyte | temperature-dependent redox potentials enable continuous low-grade heat harvesting; porous-electrode mass transfer and membrane resistance limit performance,domain_curated_rule,0.97
P0205,C5E63317596,hierarchical porous electrode interface,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,pH-neutral TREC flow battery with KI/KI3 catholyte and K3/K4[Fe(CN)6] anolyte | temperature-dependent redox potentials enable continuous low-grade heat harvesting; porous-electrode mass transfer and membrane resistance limit performance,domain_curated_rule,0.97
P0205,CF2C5201A37,porous-electrode area enhancement,electrode_interface,electrode architecture,abstract,porous electrode,controlled_rule,0.94
P0206,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,"CMC-interpenetrated PAAm hydrogel with thermogalvanic ions and CNT solar-thermal coating | CMC interactions with water/polymer/redox ions improve mechanics, retention, and Seebeck response; CNT coating enables solar-thermal-electric conversion",domain_curated_rule,0.97
P0207,C9B6878E079,photothermal-thermoelectric coupling,device_mechanism,multimodal conversion,mechanism_raw,photothermal temperature gradient drives thermogalvanic,controlled_rule,0.94
P0208,CEA29EF1A99,thermal-gradient heat-transfer control,device_mechanism,thermal management,mechanism_raw,heat transfer,controlled_rule,0.94
P0209,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,concentration-gradient thermocell with heat-triggered membrane start switch | concentration gradients boost thermogalvanic output and membrane-triggered activation wakes device under fire heat,domain_curated_rule,0.97
P0210,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,"thermally chargeable ammonium-ion capacitor with rGO-PI cold electrode, N-doped hollow carbon nanofiber hot electrode, and PAAm/PAA gel electrolyte | electrolyte thermodiffusion and C=O/C-O-NH4+ thermogalvanic redox combine to convert heat to stored electrical energy",domain_curated_rule,0.97
P0210,CFBB5A400A1,cation-anion thermodiffusion asymmetry,transport_mechanism,thermodiffusion,material+mechanism+abstract,"thermally chargeable ammonium-ion capacitor with rGO-PI cold electrode, N-doped hollow carbon nanofiber hot electrode, and PAAm/PAA gel electrolyte | electrolyte thermodiffusion and C=O/C-O-NH4+ thermogalvanic redox combine to convert heat to stored electrical energy",domain_curated_rule,0.97
P0212,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,lithium metal and near-fully-lithiated LFP thermogalvanic cells | Seebeck-derived Peltier heats reveal large LFP entropy changes near phase transition and reversible local heat effects,domain_curated_rule,0.97
P0212,C78D65254F9,phase transition,phase_or_species_transition,phase/species transition,material+mechanism+abstract,lithium metal and near-fully-lithiated LFP thermogalvanic cells | Seebeck-derived Peltier heats reveal large LFP entropy changes near phase transition and reversible local heat effects,domain_curated_rule,0.97
P0212,CA8C62A4868,redox reaction entropy,solvation_entropy,redox thermodynamics,material+mechanism+abstract,lithium metal and near-fully-lithiated LFP thermogalvanic cells | Seebeck-derived Peltier heats reveal large LFP entropy changes near phase transition and reversible local heat effects,domain_curated_rule,0.97
P0215,CF203EF8121,Eastman entropy of transfer,solvation_entropy,ionic thermodynamics,abstract,entropy of transfer,controlled_rule,0.94
P0216,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,unipolar ion-conducting solid-state polymer membranes | thermogalvanic multicomponent transport in ion-conducting polymers creates high Seebeck voltage for flexible waste-heat devices,domain_curated_rule,0.97
P0216,C6C09287FDB,high-entropy redox/ion coupling,solvation_entropy,solvation/entropy mechanism,material+mechanism+abstract,unipolar ion-conducting solid-state polymer membranes | thermogalvanic multicomponent transport in ion-conducting polymers creates high Seebeck voltage for flexible waste-heat devices,domain_curated_rule,0.97
P0218,C45C8AAD12E,charge-transfer resistance engineering,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,"substituted ferrocenes, ferrocenium, iodine, triiodide in ionic liquids | ferrocene-iodine charge-transfer complexes lower ferrocene electron density and synergistically enhance Seebeck coefficient and power",domain_curated_rule,0.97
P0218,CE4B0E242E7,interfacial charge transfer,electrode_interface,charge transfer,mechanism_raw,charge-transfer,controlled_rule,0.94
P0219,C872881EC3C,gel-confined redox transport,gel_microstructure,soft-material mechanism,material+mechanism+abstract,[Fe(CN)6]3-/4- polyacrylate hydrogel with CNT and liquid-crystalline graphene oxide modified carbon cloth electrodes | nanostructured electrodes increase electroactive area/rates while hydrogel neutralization controls redox mobility and thermocapacitance,domain_curated_rule,0.97
P0219,CB56BB4DDB0,carbon-electrode redox interface,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,[Fe(CN)6]3-/4- polyacrylate hydrogel with CNT and liquid-crystalline graphene oxide modified carbon cloth electrodes | nanostructured electrodes increase electroactive area/rates while hydrogel neutralization controls redox mobility and thermocapacitance,domain_curated_rule,0.97
P0220,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,activated-carbon supercapacitors with EMIm TFSI or EMIm OAc ionic-liquid electrolytes | homogeneous temperature changes create thermocapacitive voltage from asymmetric electrical-double-layer ion diffusivity without fixed gradient,domain_curated_rule,0.97
P0220,CB56BB4DDB0,carbon-electrode redox interface,electrode_interface,interface/kinetics mechanism,material+mechanism+abstract,activated-carbon supercapacitors with EMIm TFSI or EMIm OAc ionic-liquid electrolytes | homogeneous temperature changes create thermocapacitive voltage from asymmetric electrical-double-layer ion diffusivity without fixed gradient,domain_curated_rule,0.97
P0222,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,dry PEO/LiTFSI polymer electrolyte with lithium metal electrodes | thermogalvanic cell voltage measures Soret-induced Li salt concentration gradients and can also generate power,domain_curated_rule,0.97
P0223,C188B56F6F1,ion-selectivity membrane transport,transport_mechanism,transport mechanism,material+mechanism+abstract,Fe(CN)6 4-/3- electrolyte with guanidinium or urea additives and membrane isolation | additive coordination configuration entropy changes redox-pair entropy difference and Seebeck coefficient,domain_curated_rule,0.97
P0223,C46747A02A1,ion-pairing and complexation,solvation_entropy,complexation,material+mechanism+abstract,Fe(CN)6 4-/3- electrolyte with guanidinium or urea additives and membrane isolation | additive coordination configuration entropy changes redox-pair entropy difference and Seebeck coefficient,domain_curated_rule,0.97
P0223,CA8C62A4868,redox reaction entropy,solvation_entropy,redox thermodynamics,material+mechanism+abstract,Fe(CN)6 4-/3- electrolyte with guanidinium or urea additives and membrane isolation | additive coordination configuration entropy changes redox-pair entropy difference and Seebeck coefficient,domain_curated_rule,0.97
P0224,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,magnetic nanofluids with charged colloidal particles in liquid media | thermogalvanic redox entropy and colloidal thermodiffusion entropy jointly determine thermoelectric potential under magnetic-field-dependent transport,domain_curated_rule,0.97
P0224,CA8C62A4868,redox reaction entropy,solvation_entropy,redox thermodynamics,material+mechanism+abstract,magnetic nanofluids with charged colloidal particles in liquid media | thermogalvanic redox entropy and colloidal thermodiffusion entropy jointly determine thermoelectric potential under magnetic-field-dependent transport,domain_curated_rule,0.97
P0224,CF203EF8121,Eastman entropy of transfer,solvation_entropy,ionic thermodynamics,abstract,Eastman entropy,controlled_rule,0.94
P0225,C9B6878E079,photothermal-thermoelectric coupling,device_mechanism,multimodal conversion,mechanism_raw,photothermal conversion creates temperature gradients while multiple ions provide synergistic thermodiffusive and thermogalvanic,controlled_rule,0.94
P0227,CA8C62A4868,redox reaction entropy,solvation_entropy,redox thermodynamics,abstract/material/mechanism,redox entropy,cleaned_open_concept,0.78
P0232,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,electrolytic solutions and electrode interfaces described by multicomponent transport equations | thermal diffusion and Dufour energy flux explain interfacial heat generation and temperature-dependent open-circuit potentials,domain_curated_rule,0.97
P0232,C6C09287FDB,high-entropy redox/ion coupling,solvation_entropy,solvation/entropy mechanism,material+mechanism+abstract,electrolytic solutions and electrode interfaces described by multicomponent transport equations | thermal diffusion and Dufour energy flux explain interfacial heat generation and temperature-dependent open-circuit potentials,domain_curated_rule,0.97
P0233,CC5968B917E,convection and mass transport,transport_mechanism,mass transport,mechanism_raw,convection,controlled_rule,0.94
P0235,C10D3798CF7,selective solvation,solvation_entropy,solvation,material+mechanism+abstract,silver chloride thermogalvanic electrodes in HCl water-methanol solutions | temperature coefficients determine hydrogen-ion solvation/transfer entropies and entropy carried by H+/Cl- in mixed solvents,domain_curated_rule,0.97
P0235,CA8C62A4868,redox reaction entropy,solvation_entropy,redox thermodynamics,material+mechanism+abstract,silver chloride thermogalvanic electrodes in HCl water-methanol solutions | temperature coefficients determine hydrogen-ion solvation/transfer entropies and entropy carried by H+/Cl- in mixed solvents,domain_curated_rule,0.97
P0236,C3002C089A5,ionic thermodiffusion (Soret effect),transport_mechanism,thermodiffusion,material+mechanism+abstract,AgCl and quinhydrone thermogalvanic cells in HCl-water-DMF or HCl-water-acetone | initial/stationary voltage temperature coefficients yield Soret coefficients and ion thermal-diffusion entropies,domain_curated_rule,0.97
P0238,C10D3798CF7,selective solvation,solvation_entropy,solvation,material+mechanism+abstract,AgCl/quinhydrone thermogalvanic circuits in HCl-water-ethanol | temperature-voltage coefficients determine ion solvation and transfer entropies in aqueous ethanol,domain_curated_rule,0.97
P0239,C08389FD6C6,moisture-gradient ion transport,transport_mechanism,transport mechanism,material+mechanism+abstract,AgCl and quinhydrone electrodes in HCl-water-1-propanol | thermogalvanic measurements calculate HCl Soret coefficients and mobile H+/Cl- entropies via De Bethune/Agar models,domain_curated_rule,0.97
