mention_id,paper_id,domain,raw_phrase,proposed_semantic_role,quote,evidence_scope,decision_source,annotation_status,human_decision,human_role,human_reason
TG:P0035:n1,P0035,TG,MC,material_entity,"The MC facilitates continuous redox species concentration gradients near the electrodes through in situ redox reactions, significantly boosting thermoelectric voltage.",full_abstract_and_quote,decisions_01a.json,model_proposed_pending_human,,,
TG:P0035:n2,P0035,TG,in situ redox reactions,mechanism_process,"The MC facilitates continuous redox species concentration gradients near the electrodes through in situ redox reactions, significantly boosting thermoelectric voltage.",full_abstract_and_quote,decisions_01a.json,model_proposed_pending_human,,,
TG:P0035:n3,P0035,TG,redox species concentration gradients near the electrodes,quantity,"The MC facilitates continuous redox species concentration gradients near the electrodes through in situ redox reactions, significantly boosting thermoelectric voltage.",full_abstract_and_quote,decisions_01a.json,model_proposed_pending_human,,,
TG:P0035:n4,P0035,TG,thermoelectric voltage,performance_function,"The MC facilitates continuous redox species concentration gradients near the electrodes through in situ redox reactions, significantly boosting thermoelectric voltage.",full_abstract_and_quote,decisions_01a.json,model_proposed_pending_human,,,
TG:P0036:n1,P0036,TG,concave-arranged TGH array,state_structure,"Using a concave-arranged TGH array, the characteristics of users can be distinguished adequately even under an open environment by extracting self-existent intrinsic temperature features from five typical sites of fingers.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
TG:P0036:n2,P0036,TG,extracting self-existent intrinsic temperature features,,"Using a concave-arranged TGH array, the characteristics of users can be distinguished adequately even under an open environment by extracting self-existent intrinsic temperature features from five typical sites of fingers.",full_abstract_and_quote,batch02_v1,unresolved_role_pending_review,,,
TG:P0036:n3,P0036,TG,characteristics of users can be distinguished,performance_function,"Using a concave-arranged TGH array, the characteristics of users can be distinguished adequately even under an open environment by extracting self-existent intrinsic temperature features from five typical sites of fingers.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
TG:P0037:n1,P0037,TG,thermogalvanic cells (TGCs),,"To improve energy efficiency, cost savings, environmental sustainability, and industrial practices, an effective approach is proposed to employ thermogalvanic cells (TGCs) for electric power generation by harvesting low-grade exhaust heat produced in AFCs.",full_abstract_and_quote,batch02_v1,unresolved_role_pending_review,,,
TG:P0037:n2,P0037,TG,harvesting low-grade exhaust heat produced in AFCs,performance_function,"To improve energy efficiency, cost savings, environmental sustainability, and industrial practices, an effective approach is proposed to employ thermogalvanic cells (TGCs) for electric power generation by harvesting low-grade exhaust heat produced in AFCs.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
TG:P0037:n3,P0037,TG,electric power generation,performance_function,"To improve energy efficiency, cost savings, environmental sustainability, and industrial practices, an effective approach is proposed to employ thermogalvanic cells (TGCs) for electric power generation by harvesting low-grade exhaust heat produced in AFCs.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
TG:P0039:n1,P0039,TG,guanidine ion,material_entity,The guanidine ion induces [Fe(CN)(6)](4-) ion crystallization and significantly enhances the thermogalvanic effect.,full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
TG:P0039:n2,P0039,TG,[Fe(CN)(6)](4-) ion crystallization,mechanism_process,The guanidine ion induces [Fe(CN)(6)](4-) ion crystallization and significantly enhances the thermogalvanic effect.,full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
TG:P0039:n3,P0039,TG,thermogalvanic effect,mechanism_process,The guanidine ion induces [Fe(CN)(6)](4-) ion crystallization and significantly enhances the thermogalvanic effect.,full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
TG:P0040:n1,P0040,TG,decomplexation and re-entanglement of gelatin chains,mechanism_process,The gelatin/glycerol (Gel/GL) hydrogel exhibits excellent thermo-reversible gelling and temperature-responsive adhesion that can ensure on-demand reliable adhesion to skin for capturing physiological signals under hot compress and facilitate easy removal under cold compress due to the decomplexation and re-entanglement of gelatin chains.,full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
TG:P0040:n2,P0040,TG,thermo-reversible gelling,mechanism_process,The gelatin/glycerol (Gel/GL) hydrogel exhibits excellent thermo-reversible gelling and temperature-responsive adhesion that can ensure on-demand reliable adhesion to skin for capturing physiological signals under hot compress and facilitate easy removal under cold compress due to the decomplexation and re-entanglement of gelatin chains.,full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
TG:P0040:n3,P0040,TG,temperature-responsive adhesion,performance_function,The gelatin/glycerol (Gel/GL) hydrogel exhibits excellent thermo-reversible gelling and temperature-responsive adhesion that can ensure on-demand reliable adhesion to skin for capturing physiological signals under hot compress and facilitate easy removal under cold compress due to the decomplexation and re-entanglement of gelatin chains.,full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
TG:P0041:n1,P0041,TG,modification with (3-trimethylammonium bromide)thiopropane,design_strategy,"Both electrostatic electrocatalysis and improved electrode stability were observed; in an aqueous K3[Fe(CN)6]/K4[Fe(CN)6]-based cell, modification with (3-trimethylammonium bromide)thiopropane resulted in higher electrical power, and protection against [Fe(CN)6]3-/4--induced gold passivation, relative to bare gold.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
TG:P0041:n2,P0041,TG,electrostatic electrocatalysis,mechanism_process,"Both electrostatic electrocatalysis and improved electrode stability were observed; in an aqueous K3[Fe(CN)6]/K4[Fe(CN)6]-based cell, modification with (3-trimethylammonium bromide)thiopropane resulted in higher electrical power, and protection against [Fe(CN)6]3-/4--induced gold passivation, relative to bare gold.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
TG:P0041:n3,P0041,TG,electrical power,performance_function,"Both electrostatic electrocatalysis and improved electrode stability were observed; in an aqueous K3[Fe(CN)6]/K4[Fe(CN)6]-based cell, modification with (3-trimethylammonium bromide)thiopropane resulted in higher electrical power, and protection against [Fe(CN)6]3-/4--induced gold passivation, relative to bare gold.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
TG:P0041:n4,P0041,TG,gold passivation,mechanism_process,"Both electrostatic electrocatalysis and improved electrode stability were observed; in an aqueous K3[Fe(CN)6]/K4[Fe(CN)6]-based cell, modification with (3-trimethylammonium bromide)thiopropane resulted in higher electrical power, and protection against [Fe(CN)6]3-/4--induced gold passivation, relative to bare gold.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
TG:P0042:n1,P0042,TG,Au nanoparticles (AuNPs)@SiO2-PDMS composite film,material_entity,"The whole structure takes advantage of the low thermal conductivity and high output power of poly(vinyl alcohol)/polydimethylsiloxane (PVA-PDMS) gels with Fe2+/3+ as a redox pair, together with the local surface plasmon resonance (LSPR) of Au nanoparticles (AuNPs)@SiO2-PDMS composite film.",node_containing_sentences_from_original_quote,decisions_01a.json,model_proposed_pending_human,,,
TG:P0042:n2,P0042,TG,local surface plasmon resonance (LSPR),mechanism_process,"The whole structure takes advantage of the low thermal conductivity and high output power of poly(vinyl alcohol)/polydimethylsiloxane (PVA-PDMS) gels with Fe2+/3+ as a redox pair, together with the local surface plasmon resonance (LSPR) of Au nanoparticles (AuNPs)@SiO2-PDMS composite film.",node_containing_sentences_from_original_quote,decisions_01a.json,model_proposed_pending_human,,,
TG:P0042:n3,P0042,TG,low thermal conductivity,quantity,"The whole structure takes advantage of the low thermal conductivity and high output power of poly(vinyl alcohol)/polydimethylsiloxane (PVA-PDMS) gels with Fe2+/3+ as a redox pair, together with the local surface plasmon resonance (LSPR) of Au nanoparticles (AuNPs)@SiO2-PDMS composite film.",node_containing_sentences_from_original_quote,decisions_01a.json,model_proposed_pending_human,,,
TG:P0043:n1,P0043,TG,KCl,material_entity,"Herein, we introduced a thermogalvanic interpenetrating network hydrogel (TGIPNH) with [Fe(CN)6]3-/[Fe(CN)6]4- as a redox pair and KCl as a ion provider for thermodiffusion, which not only has good flexibility but also prominent thermoelectric property with the thermal current up to 124 & mu;A at the temperature difference of 10 K.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
TG:P0043:n2,P0043,TG,thermodiffusion,mechanism_process,"Herein, we introduced a thermogalvanic interpenetrating network hydrogel (TGIPNH) with [Fe(CN)6]3-/[Fe(CN)6]4- as a redox pair and KCl as a ion provider for thermodiffusion, which not only has good flexibility but also prominent thermoelectric property with the thermal current up to 124 & mu;A at the temperature difference of 10 K.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
TG:P0043:n3,P0043,TG,[Fe(CN)6]3-/[Fe(CN)6]4-,material_entity,"Herein, we introduced a thermogalvanic interpenetrating network hydrogel (TGIPNH) with [Fe(CN)6]3-/[Fe(CN)6]4- as a redox pair and KCl as a ion provider for thermodiffusion, which not only has good flexibility but also prominent thermoelectric property with the thermal current up to 124 & mu;A at the temperature difference of 10 K.",full_abstract_and_quote,batch02_v1,model_proposed_pending_human,,,
