mention_id,paper_id,domain,local_node_id,raw_phrase,legacy_role,semantic_role,claim_id,quote,phrase_location_status,phrase_start_char,phrase_end_char,phrase_span_candidates,semantic_review_status,reconstruction_run_id,audit_id,draft_concept_id,draft_definition,source_role,abstract_locator
iTE:P1491:n3,P1491,iTE,n3,electrical conductivity,physical_consequence,,iTE:P1491:claim_block,The electrical conductivity increases with GNPs' content due to formation of an effective electrical percolation network.,exact_unique_in_quote,934,957,"[[934, 957]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:dc45733a6ee9bda13b42,电子电导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1491
iTE:P1492:n3,P1492,iTE,n3,electrical conductivity,physical_consequence,,iTE:P1492:claim_block,"Pb doping effectively increases the charge carrier concentration, resulting in a significant increase in electrical conductivity, while the Seebeck coefficients remain consistently high.",exact_unique_in_quote,721,744,"[[721, 744]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:dc45733a6ee9bda13b42,电子电导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1492
iTE:P1496:n2,P1496,iTE,n2,electrical conductivity,physical_consequence,,iTE:P1496:claim_block,"Because electron-phonon scattering, the main type of scattering, increases with temperature, electrical conductivity in these materials often decreases as temperature rises.",exact_unique_in_quote,1702,1725,"[[1702, 1725]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:dc45733a6ee9bda13b42,电子电导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1496
iTE:P1500:n4,P1500,iTE,n4,electrical conductivity,physical_consequence,,iTE:P1500:claim_block,"In this study, an n-type doping method is developed based on cation exchange that maintains a high doping level while ensuring a high degree of structural order, leading to significantly improved electrical conductivity.",exact_unique_in_quote,309,332,"[[309, 332]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:dc45733a6ee9bda13b42,电子电导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1500
iTE:P1502:n2,P1502,iTE,n2,conductivity,physical_consequence,,iTE:P1502:claim_block,"The mechanism of conductivity is predominantly electronic, as validated by time-dependent conductance studies and transient thermo voltage monitoring over time, including for those doped with the acid.",exact_unique_in_quote,1255,1267,"[[1255, 1267]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:dc45733a6ee9bda13b42,电子电导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1502
iTE:P1508:n2,P1508,iTE,n2,electrical conductivity,physical_consequence,,iTE:P1508:claim_block,"With decreasing Ln(3+) ionic radius, their electrical conductivity and linear thermal expansion coefficient decrease and their thermoelectric power and antiferromagnetic ordering temperature increase.",exact_unique_in_quote,644,667,"[[644, 667]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:dc45733a6ee9bda13b42,电子电导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1508
iTE:P1519:n3,P1519,iTE,n3,electrical conductivity,physical_consequence,,iTE:P1519:claim_block,"p-ILs with shorter alkyl chains facilitate the formation of PSS crystallites due to hydrogen bonding between p-ILs and PSS, which in turn enhance electrical conductivity and stretchability.",exact_unique_in_quote,1253,1276,"[[1253, 1276]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:dc45733a6ee9bda13b42,电子电导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1519
iTE:P1539:n4,P1539,iTE,n4,electrical conductivity,physical_consequence,,iTE:P1539:claim_block,"Upon doping the Zn atom, the Seebeck coefficient subsequently increases owing to the decrement in the carrier concentration, whereas the electrical conductivity gradually reduces.",exact_unique_in_quote,705,728,"[[705, 728]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:dc45733a6ee9bda13b42,电子电导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1539
iTE:P1574:n1,P1574,iTE,n1,electrical conductivity,physical_consequence,,iTE:P1574:claim_block,"The absolute value of the Seebeck coefficient decreases, but the power factor significantly increases owing to the rise in electrical conductivity.",exact_unique_in_quote,901,924,"[[901, 924]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:dc45733a6ee9bda13b42,电子电导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1574
iTE:P1591:n2,P1591,iTE,n2,electrical conductivities,physical_consequence,,iTE:P1591:claim_block,Doped films have electrical conductivities of 320 S cm(-1) and are not sensitive to an increased ion-polaron distance.,exact_unique_in_quote,887,912,"[[887, 912]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:dc45733a6ee9bda13b42,电子电导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1591
iTE:P1599:n2,P1599,iTE,n2,conductivity,physical_consequence,,iTE:P1599:claim_block,the results show increased conductivity and lower surface exchange resistance in H-2/H2O gas mixtures where the oxygen partial pressure is low compared to experiments in pure O-2.,exact_unique_in_quote,1049,1061,"[[1049, 1061]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:cee19bfb12bf74071165,混合离子电子总电导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1599
iTE:P1613:n3,P1613,iTE,n3,electrical conductivity,physical_consequence,,iTE:P1613:claim_block,H2SO4 and EMIM-DCA can enhance electrical conductivity by removing the insulating PSS and induce benzenoid-to-quinoid conformational transformation of the PEDOT chains.,exact_unique_in_quote,436,459,"[[436, 459]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:dc45733a6ee9bda13b42,电子电导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1613
iTE:P1635:n3,P1635,iTE,n3,electrical conductivity,physical_consequence,,iTE:P1635:claim_block,"Thermoelectrically, SrReN3's metal-like behavior yields a near-zero Seebeck coefficient at EF but very high electrical conductivity.",exact_unique_in_quote,1379,1402,"[[1379, 1402]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:dc45733a6ee9bda13b42,电子电导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1635
iTE:P1639:n2,P1639,iTE,n2,electrical conductivity,physical_consequence,,iTE:P1639:claim_block,The produced membranes showed appreciable improvement in electrical conductivity from 2.78 x 10(-6) to 2.27 x 10(-2) S/cm after soaking in DES2.,exact_unique_in_quote,648,671,"[[648, 671]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:077f0488c317ddb172d6,离子电导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1639
iTE:P1657:n3,P1657,iTE,n3,electrical conductivity,physical_consequence,,iTE:P1657:claim_block,"With the increasing content of Li, the electrical conductivity rises rapidly on account of a significantly enhanced density of holes.",exact_unique_in_quote,627,650,"[[627, 650]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:dc45733a6ee9bda13b42,电子电导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1657
iTE:P1670:n2,P1670,iTE,n2,electrical conductivity,physical_consequence,,iTE:P1670:claim_block,"the improvements come from the donation of electrons from the electrolyte to the solid, which increases its electrical conductivity and the usual drop in the Seebeck coefficient.",exact_unique_in_quote,1482,1505,"[[1482, 1505]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:dc45733a6ee9bda13b42,电子电导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1670
iTE:P1686:n2,P1686,iTE,n2,conductivity,physical_consequence,,iTE:P1686:claim_block,It was found that the conductivity of the samples decreases with increasing nitrogen content.,exact_unique_in_quote,784,796,"[[784, 796]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:dc45733a6ee9bda13b42,电子电导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1686
iTE:P1754:n2,P1754,iTE,n2,electrical conductivity,physical_consequence,,iTE:P1754:claim_block,The obtained results indicate that thermopower and electrical conductivity most likely exhibit the effect of symmetry.,exact_unique_in_quote,1536,1559,"[[1536, 1559]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:a451db4a9a2eb4e27304,电导分量回指待定,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1754
iTE:P1772:n2,P1772,iTE,n2,dc electric conductivity,physical_consequence,,iTE:P1772:claim_block,"The electrical and dielectrical properties of the glass and glass-ceramics with the 60SiO(2)-30Li(2)O-10Nb(2)O(5) (mole%) composition, containing LiNbO3 crystallites, were studied. The dc electric conductivity (sigma(dc)) and de activation energy (E-a(dc)) decreases with the rise of the heat-treatment (HT) temperature and with the increase of the amplitude of the applied electric field. The highest dielectric constant, 48.19, was observed in the 650HT sample. The dielectrical properties were discussed through a three serial capacitor model, two related with the sample surfaces and one with the bulk material, showing that the bulk has the major contribution for the dielectrical characteristics. A resistance in parallel with a constant phase element (CPE) is the best equivalent circuit that describes the dielectrical behavior. The obtained results reflect the important role carried out by the treatment temperature and the applied electric field in the electrical and dielectrical properties of the glass. (c) 2006 Elsevier B.V. All rights reserved.",exact_unique_in_quote,185,209,"[[185, 209]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:426ce1d4a6e636a5cb7f,玻璃直流电导载流机制待定,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1772
iTE:P1813:n2,P1813,iTE,n2,high electrical conductivity,physical_consequence,,iTE:P1813:claim_block,"Three-dimensional scaffold assemblies consisting of thermally reduced graphene oxide nanosheets and small-diameter carbon nanotubes were synthesized as potential 'all carbon' thermo-electrochemical energy harvesters. The facile hydrothermal-solvothermal synthesis route in which organic wet chemistry used was to inter crosslink the well-dispersed graphene oxide nanosheets with carbon nanotubes followed by freeze-drying to produce monolithic aerogel networks with ultralow densities, tunable mesoscopic pore sizes, tailorable functionality and morphology. They exhibited high electrical conductivity due to multiplex topologies owing to the integration with carbon nanotubes, which has high density of states at van Hove singularities, accompanied by expected larger surface area and sufficient edge plane sites, which in-turn enhance surface adsorption and rapid ion transportation. We conducted thermoelectric and thermo-electrochemical power generation from these 'hybrid' aerogel materials and using two different designs of galvanic thermo-cells. Consequently, higher Seebeck (electronic; S(e)as well as ionic; S-ion) coefficients and thermopower generation was measured that confirmed low thermal responsiveness attributed to smaller domain size generated by hierarchical mesoporosity and open network. These multiple features demonstrate significant potential of these novel electrodes in galvanic thermocells for low-grade thermal energy harvester with higher relative conversion efficiency.",exact_unique_in_quote,573,601,"[[573, 601]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,normcheck:g001,draft:v2:iTE:48ca028b46b2a6303f8b,高电子电导率,quantity,inputs/raw/paper_coverage.csv::domain=iTE;paper_id=P1813
