review_queue_order,audit_order,candidate_id,evidence_tier,evidence_tier_order,evidence_tier_reason,strict_syntax_supported_side,ite_side_evidence_level,tg_side_evidence_level,evidence_floor,evidence_ceiling,evidence_grade,evidence_grade_order,shared_global_concept_id,shared_label,shared_category,shared_node_focus_eligible,other_endpoints_focus_eligible,focus_eligible,shared_ite_document_frequency,shared_tg_document_frequency,shared_ite_incident_pair_degree,shared_tg_incident_pair_degree,ite_pair_id,ite_pair_key,ite_pair_label,ite_other_global_concept_id,ite_other_label,ite_other_category,ite_pair_paper_count,ite_pair_sentence_count,ite_pair_strict_syntax_relation_paper_count,ite_pair_human_confirmed_relation_paper_count,ite_strict_relation_ids,ite_human_confirmed_relation_ids,ite_authoritative_provenance_fk,tg_pair_id,tg_pair_key,tg_pair_label,tg_other_global_concept_id,tg_other_label,tg_other_category,tg_pair_paper_count,tg_pair_sentence_count,tg_pair_strict_syntax_relation_paper_count,tg_pair_human_confirmed_relation_paper_count,tg_strict_relation_ids,tg_human_confirmed_relation_ids,tg_authoritative_provenance_fk,closure_group_id,cross_endpoint_pair_key,cross_endpoint_pair,cross_endpoint_status_in_iTE,cross_endpoint_status_in_TG,human_relation_review_status,cross_paper_compatibility_status,cross_endpoint_evaluation_status,novelty_status,novelty_claim_allowed,scientific_claim_status,candidate_interpretation,minimum_relation_support,total_relation_support,minimum_human_confirmed_relation_support,total_human_confirmed_relation_support,minimum_pair_paper_count,sum_pair_paper_count,minimum_pair_sentence_count,sum_pair_sentence_count,shared_minimum_document_frequency,closure_path_count,shared_candidate_path_count,within_shared_node_support_rank,within_shared_node_tier_support_rank,focus_within_shared_node_support_rank,focus_within_shared_node_tier_support_rank,round_robin_round,review_selection_reason,selection_policy_id,review_selected
88,582,TC_4ed6acf80a6b,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_3ab384d4592f,GC_d18c91f9affa::GC_ef0c82731bc9,temperature difference + harvested energy density,GC_ef0c82731bc9,harvested energy density,outcome_or_property,1,1,0,0,,,IP_3ab384d4592f,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_51a45790aa7f,GC_a51be089433c::GC_ef0c82731bc9,harvested energy density + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,19,19,16,16,16,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
89,660,TC_9b5fba6bdc3c,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_31a4aafd9c5d,GC_1f740b9fe27e::GC_f50bbe3cdc5d,oh- + temperature gradient,GC_1f740b9fe27e,oh-,literal_formula,1,1,0,0,,,IP_31a4aafd9c5d,TP_3d10de20fa31,GC_71c1faf6fa71::GC_f50bbe3cdc5d,favourable electrochemical redox reaction + temperature gradient,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,1,1,1,0,AR_10561c52c88a,,TP_3d10de20fa31,CL_2b482614db48,GC_1f740b9fe27e::GC_71c1faf6fa71,oh- + favourable electrochemical redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,18,1,2366,16,16,16,16,16,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
90,146,TC_5e26517e094b,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_c4feef01a10e,GC_4a92e5f4fe38::GC_f2bba15c8a15,hydrogel + physiological temperature gradient,GC_f2bba15c8a15,physiological temperature gradient,mechanism_or_process,1,1,1,0,AR_cc07e8ae6672,,IP_c4feef01a10e,TP_16d41b3fd5f9,GC_4a92e5f4fe38::GC_f897314014d6,hydrogel + excellent environmental stability,GC_f897314014d6,excellent environmental stability,outcome_or_property,1,1,0,0,,,TP_16d41b3fd5f9,CL_215e13a16e1b,GC_f2bba15c8a15::GC_f897314014d6,physiological temperature gradient + excellent environmental stability,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,21,1,9390,18,18,17,17,17,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
91,486,TC_f08b469ea31a,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_cf402379d512,concentration gradient,mechanism_or_process,True,True,True,3,5,4,19,IP_e121590ef3d9,GC_3c432d56645d::GC_cf402379d512,thermal gradient + concentration gradient,GC_3c432d56645d,thermal gradient,mechanism_or_process,1,1,1,0,AR_1e288c2fdddd,,IP_e121590ef3d9,TP_ef0bf70ddd78,GC_3de6bbd46484::GC_cf402379d512,k4fe + concentration gradient,GC_3de6bbd46484,k4fe,literal_formula,1,1,0,0,,,TP_ef0bf70ddd78,CL_9e3792169ec8,GC_3c432d56645d::GC_3de6bbd46484,thermal gradient + k4fe,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,3,1,76,22,21,18,17,17,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
92,583,TC_3c547edc87f8,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_3fb809c90a7f,GC_5140b00cb18c::GC_d18c91f9affa,peak power density + temperature difference,GC_5140b00cb18c,peak power density,outcome_or_property,1,1,0,0,,,IP_3fb809c90a7f,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_ac57fc5ada37,GC_5140b00cb18c::GC_a51be089433c,peak power density + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,20,20,17,17,17,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
93,661,TC_bd2815a6bcc8,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_31fbdbcaae95,GC_9b0060ef6fb3::GC_f50bbe3cdc5d,differential ion + temperature gradient,GC_9b0060ef6fb3,differential ion,material_or_structure,1,1,0,0,,,IP_31fbdbcaae95,TP_3d10de20fa31,GC_71c1faf6fa71::GC_f50bbe3cdc5d,favourable electrochemical redox reaction + temperature gradient,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,1,1,1,0,AR_10561c52c88a,,TP_3d10de20fa31,CL_bf87394db452,GC_71c1faf6fa71::GC_9b0060ef6fb3,differential ion + favourable electrochemical redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,18,1,2366,17,17,17,17,17,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
94,147,TC_9a71345e3e7b,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_c4feef01a10e,GC_4a92e5f4fe38::GC_f2bba15c8a15,hydrogel + physiological temperature gradient,GC_f2bba15c8a15,physiological temperature gradient,mechanism_or_process,1,1,1,0,AR_cc07e8ae6672,,IP_c4feef01a10e,TP_17263d18151e,GC_4a92e5f4fe38::GC_8ad5b453cc37,hydrogel + ion diffusion,GC_8ad5b453cc37,ion diffusion,mechanism_or_process,1,1,0,0,,,TP_17263d18151e,CL_8f19e5ba5d6a,GC_8ad5b453cc37::GC_f2bba15c8a15,physiological temperature gradient + ion diffusion,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,21,1,9390,19,19,18,18,18,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
95,584,TC_32f12303de34,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_480256cf5d05,GC_7975a20649c4::GC_d18c91f9affa,excellent thermoelectric property + temperature difference,GC_7975a20649c4,excellent thermoelectric property,outcome_or_property,1,1,0,0,,,IP_480256cf5d05,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_bdab04bf5b42,GC_7975a20649c4::GC_a51be089433c,excellent thermoelectric property + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,21,21,18,18,18,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
96,662,TC_1f582cc84039,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_338bb7e4786d,GC_07482e911626::GC_f50bbe3cdc5d,ysz film + temperature gradient,GC_07482e911626,ysz film,material_or_structure,1,1,0,0,,,IP_338bb7e4786d,TP_3d10de20fa31,GC_71c1faf6fa71::GC_f50bbe3cdc5d,favourable electrochemical redox reaction + temperature gradient,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,1,1,1,0,AR_10561c52c88a,,TP_3d10de20fa31,CL_6f3aaa0c03a0,GC_07482e911626::GC_71c1faf6fa71,ysz film + favourable electrochemical redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,18,1,2366,18,18,18,18,18,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
97,148,TC_d9c670e4ffce,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_c4feef01a10e,GC_4a92e5f4fe38::GC_f2bba15c8a15,hydrogel + physiological temperature gradient,GC_f2bba15c8a15,physiological temperature gradient,mechanism_or_process,1,1,1,0,AR_cc07e8ae6672,,IP_c4feef01a10e,TP_1c7f4a8adfbd,GC_4a92e5f4fe38::GC_77ebb0d46b50,hydrogel + ice crystallization,GC_77ebb0d46b50,ice crystallization,mechanism_or_process,1,1,0,0,,,TP_1c7f4a8adfbd,CL_16a9c0c0d667,GC_77ebb0d46b50::GC_f2bba15c8a15,physiological temperature gradient + ice crystallization,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,21,1,9390,20,20,19,19,19,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
98,585,TC_f30a9297e5cc,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_4871653ee385,GC_234b2810632d::GC_d18c91f9affa,open circuit voltage + temperature difference,GC_234b2810632d,open circuit voltage,outcome_or_property,1,1,0,0,,,IP_4871653ee385,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_aa2ba82adfa3,GC_234b2810632d::GC_a51be089433c,open circuit voltage + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,already_observed_in_TG,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,3,3826,22,22,19,19,19,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
99,663,TC_dfb9f70e533a,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_3446cbd3d233,GC_cb87ee39e6f0::GC_f50bbe3cdc5d,chcu hydrogel + temperature gradient,GC_cb87ee39e6f0,chcu hydrogel,material_or_structure,1,1,0,0,,,IP_3446cbd3d233,TP_3d10de20fa31,GC_71c1faf6fa71::GC_f50bbe3cdc5d,favourable electrochemical redox reaction + temperature gradient,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,1,1,1,0,AR_10561c52c88a,,TP_3d10de20fa31,CL_54618d62f74f,GC_71c1faf6fa71::GC_cb87ee39e6f0,chcu hydrogel + favourable electrochemical redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,18,1,2366,19,19,19,19,19,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
100,153,TC_9528bb093c18,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_c4feef01a10e,GC_4a92e5f4fe38::GC_f2bba15c8a15,hydrogel + physiological temperature gradient,GC_f2bba15c8a15,physiological temperature gradient,mechanism_or_process,1,1,1,0,AR_cc07e8ae6672,,IP_c4feef01a10e,TP_294f5b0fb07a,GC_4a92e5f4fe38::GC_c6f96235805f,hydrogel + tecs,GC_c6f96235805f,tecs,literal_formula,1,1,0,0,,,TP_294f5b0fb07a,CL_de37957aecf1,GC_c6f96235805f::GC_f2bba15c8a15,physiological temperature gradient + tecs,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,21,1,9390,23,23,20,20,20,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
101,586,TC_88a062a4e31e,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_4af6015a92dd,GC_cd2086291a8b::GC_d18c91f9affa,directional migration + temperature difference,GC_cd2086291a8b,directional migration,mechanism_or_process,1,1,0,0,,,IP_4af6015a92dd,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_19ad9add3c7a,GC_a51be089433c::GC_cd2086291a8b,directional migration + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,23,23,20,20,20,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
102,664,TC_219663b4e1c6,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_34d2ee7d65f7,GC_f34a82d9630d::GC_f50bbe3cdc5d,steady temperature gradient + temperature gradient,GC_f34a82d9630d,steady temperature gradient,mechanism_or_process,1,1,0,0,,,IP_34d2ee7d65f7,TP_3d10de20fa31,GC_71c1faf6fa71::GC_f50bbe3cdc5d,favourable electrochemical redox reaction + temperature gradient,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,1,1,1,0,AR_10561c52c88a,,TP_3d10de20fa31,CL_953fcede433c,GC_71c1faf6fa71::GC_f34a82d9630d,steady temperature gradient + favourable electrochemical redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,18,1,2366,20,20,20,20,20,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
103,154,TC_867a19d36363,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_c4feef01a10e,GC_4a92e5f4fe38::GC_f2bba15c8a15,hydrogel + physiological temperature gradient,GC_f2bba15c8a15,physiological temperature gradient,mechanism_or_process,1,1,1,0,AR_cc07e8ae6672,,IP_c4feef01a10e,TP_2a38c8648322,GC_4a92e5f4fe38::GC_96ad18401ea9,hydrogel + colligative property,GC_96ad18401ea9,colligative property,outcome_or_property,1,1,0,0,,,TP_2a38c8648322,CL_a914a5e82f5d,GC_96ad18401ea9::GC_f2bba15c8a15,physiological temperature gradient + colligative property,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,21,1,9390,24,24,21,21,21,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
104,587,TC_4f76b6866f11,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_4feda090b2ec,GC_19361d8604e6::GC_d18c91f9affa,preintroduced ion + temperature difference,GC_19361d8604e6,preintroduced ion,material_or_structure,1,1,0,0,,,IP_4feda090b2ec,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_1a27cbae675c,GC_19361d8604e6::GC_a51be089433c,preintroduced ion + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,24,24,21,21,21,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
105,666,TC_6704fadb53fa,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_f50bbe3cdc5d,temperature gradient,mechanism_or_process,True,True,True,35,18,74,32,IP_3dbc63424737,GC_5874127c6c11::GC_f50bbe3cdc5d,oh- ion + temperature gradient,GC_5874127c6c11,oh- ion,material_or_structure,1,1,0,0,,,IP_3dbc63424737,TP_3d10de20fa31,GC_71c1faf6fa71::GC_f50bbe3cdc5d,favourable electrochemical redox reaction + temperature gradient,GC_71c1faf6fa71,favourable electrochemical redox reaction,mechanism_or_process,1,1,1,0,AR_10561c52c88a,,TP_3d10de20fa31,CL_2172003823fa,GC_5874127c6c11::GC_71c1faf6fa71,oh- ion + favourable electrochemical redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,18,1,2366,21,21,21,21,21,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
106,156,TC_3d8efe6f8d5f,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,iTE,2,1,1,2,G1_single_strict_syntax_candidate,2,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_c4feef01a10e,GC_4a92e5f4fe38::GC_f2bba15c8a15,hydrogel + physiological temperature gradient,GC_f2bba15c8a15,physiological temperature gradient,mechanism_or_process,1,1,1,0,AR_cc07e8ae6672,,IP_c4feef01a10e,TP_35832449ae1c,GC_1cfa29b05d96::GC_4a92e5f4fe38,textile electrode + hydrogel,GC_1cfa29b05d96,textile electrode,material_or_structure,1,1,0,0,,,TP_35832449ae1c,CL_0518e0106df8,GC_1cfa29b05d96::GC_f2bba15c8a15,physiological temperature gradient + textile electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,21,1,9390,25,25,22,22,22,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
107,588,TC_1113c24e495d,B_single_strict_syntax_candidate,2,one_incident_pair_has_strict_syntax_relation_support,TG,1,2,1,2,G1_single_strict_syntax_candidate,2,GC_d18c91f9affa,temperature difference,mechanism_or_process,True,True,True,27,27,71,54,IP_574f3c479ba8,GC_1e4633c244ec::GC_d18c91f9affa,coupling + temperature difference,GC_1e4633c244ec,coupling,mechanism_or_process,1,1,0,0,,,IP_574f3c479ba8,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,maxsorb electrode + temperature difference,GC_a51be089433c,maxsorb electrode,material_or_structure,1,1,1,0,AR_72c9bb1fbf6d,,TP_7512f79881c6,CL_a4fa42b9084b,GC_1e4633c244ec::GC_a51be089433c,coupling + maxsorb electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,pending,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,1,0,0,1,2,1,2,27,1,3826,25,25,22,22,22,retain_all_single_strict_syntax_paths,identity_blind_v1_all_A_B_plus_C_round_robin_3_per_shared_node,True
